id	population	species	state	country	sex	longitude	latitude	read_1	read_2
arenas-22-004	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-004/arenas-22-004_d6b47959-b097-4252-bd75-dd7ad82ed3ad_R1.fastq.gz	arenas-22-004/arenas-22-004_d6b47959-b097-4252-bd75-dd7ad82ed3ad_R2.fastq.gz
arenas-22-005	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-005/arenas-22-005_b19c2b5f-9f75-4967-aa33-abc0af8f74bf_R1.fastq.gz	arenas-22-005/arenas-22-005_b19c2b5f-9f75-4967-aa33-abc0af8f74bf_R2.fastq.gz
arenas-22-006	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-006/arenas-22-006_f5e88c79-6558-4e6b-b67e-3a23acc2b6fb_R1.fastq.gz	arenas-22-006/arenas-22-006_f5e88c79-6558-4e6b-b67e-3a23acc2b6fb_R2.fastq.gz
arenas-22-007	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-007/arenas-22-007_c05d8a7e-7add-4a16-aa0b-6dcc4149accb_R1.fastq.gz	arenas-22-007/arenas-22-007_c05d8a7e-7add-4a16-aa0b-6dcc4149accb_R2.fastq.gz
arenas-22-008	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-008/arenas-22-008_40f43ad5-a254-4eb3-96d9-bd9fe5516ae2_R1.fastq.gz	arenas-22-008/arenas-22-008_40f43ad5-a254-4eb3-96d9-bd9fe5516ae2_R2.fastq.gz
arenas-22-009	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-009/arenas-22-009_d306b9cd-3470-4857-aa03-f91bddb7b0c9_R1.fastq.gz	arenas-22-009/arenas-22-009_d306b9cd-3470-4857-aa03-f91bddb7b0c9_R2.fastq.gz
arenas-22-010	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-010/arenas-22-010_3a56f0a9-17c6-4c25-bd05-139b9704720f_R1.fastq.gz	arenas-22-010/arenas-22-010_3a56f0a9-17c6-4c25-bd05-139b9704720f_R2.fastq.gz
arenas-22-011	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-011/arenas-22-011_d5fc62ef-a7a5-47f6-8d75-ea1eb474082d_R1.fastq.gz	arenas-22-011/arenas-22-011_d5fc62ef-a7a5-47f6-8d75-ea1eb474082d_R2.fastq.gz
arenas-22-012	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-012/arenas-22-012_756bb142-1393-4e1f-b208-fbafab318ba2_R1.fastq.gz	arenas-22-012/arenas-22-012_756bb142-1393-4e1f-b208-fbafab318ba2_R2.fastq.gz
arenas-22-013	arenas	Distichlis_palmeri	SON	MX	female	-112.19067	29.15543	arenas-22-013/arenas-22-013_547e6b49-cad7-46bc-a6b5-717082d389ae_R1.fastq.gz	arenas-22-013/arenas-22-013_547e6b49-cad7-46bc-a6b5-717082d389ae_R2.fastq.gz
